Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2012-11-19,MelbourneAirport,5.5,23.1,0.0,5.4,13.3,SSW,44.0,SE,S,22.0,28.0,60.0,38.0,1020.9,1019.3,2.0,1.0,15.1,22.0,No,0.0,No
2012-11-20,MelbourneAirport,8.8,29.2,0.0,7.6,9.4,N,57.0,N,NNE,33.0,44.0,44.0,24.0,1020.3,1014.6,7.0,7.0,19.3,26.4,No,0.0,No
2012-11-21,MelbourneAirport,15.2,21.9,0.0,14.4,8.6,N,74.0,SW,SSE,28.0,35.0,59.0,44.0,1013.3,1014.6,7.0,4.0,17.1,19.1,No,0.0,No
2012-11-22,MelbourneAirport,7.2,21.3,0.0,7.2,12.1,SSE,41.0,SSW,SSE,19.0,22.0,52.0,42.0,1020.0,1018.6,7.0,2.0,14.9,19.6,No,0.0,No
2012-11-23,MelbourneAirport,12.8,24.8,0.0,6.4,8.6,S,31.0,SSE,SE,11.0,20.0,70.0,51.0,1020.1,1017.0,8.0,3.0,14.9,21.0,No,0.0,No
2012-11-24,MelbourneAirport,10.4,34.5,0.0,6.4,7.9,N,52.0,N,NW,28.0,20.0,38.0,14.0,1012.6,1010.0,6.0,5.0,24.8,33.4,No,0.0,No
2012-11-25,MelbourneAirport,14.8,21.9,0.0,10.0,6.1,SSE,33.0,SSW,SSE,15.0,19.0,76.0,56.0,1016.3,1016.7,8.0,6.0,15.9,20.5,No,0.0,No
2012-11-26,MelbourneAirport,10.2,22.5,0.0,5.0,4.5,S,31.0,S,SSE,9.0,13.0,78.0,46.0,1016.9,1014.8,7.0,7.0,14.1,21.7,No,5.0,Yes
2012-11-27,MelbourneAirport,13.8,22.6,5.0,3.8,5.4,W,74.0,WSW,S,19.0,26.0,97.0,71.0,1016.4,1014.8,8.0,4.0,15.6,21.3,Yes,9.6,Yes
2012-11-28,MelbourneAirport,14.2,30.1,9.6,5.2,9.5,SE,30.0,SSW,SSE,6.0,19.0,82.0,44.0,1015.5,1011.9,8.0,3.0,17.3,29.0,Yes,0.0,No
2012-11-29,MelbourneAirport,15.3,39.3,0.0,8.0,12.1,N,61.0,N,N,43.0,35.0,46.0,25.0,1008.7,1005.5,1.0,7.0,28.4,37.7,No,0.0,No
2012-11-30,MelbourneAirport,23.4,29.0,0.0,12.6,2.6,SE,33.0,SW,SE,17.0,17.0,55.0,48.0,1009.3,1009.4,7.0,7.0,26.9,26.6,No,0.0,No
2013-01-01,MelbourneAirport,12.1,28.9,0.0,7.0,13.0,SSW,50.0,SSW,SSE,7.0,20.0,67.0,40.0,1013.8,1011.5,3.0,7.0,17.1,25.8,No,0.4,No
2013-01-02,MelbourneAirport,11.9,22.2,0.4,9.8,12.7,SE,48.0,SSE,S,24.0,20.0,56.0,37.0,1017.5,1017.5,7.0,4.0,16.6,20.3,No,0.0,No
2013-01-03,MelbourneAirport,11.7,38.0,0.0,7.0,12.8,ESE,37.0,NE,E,6.0,15.0,33.0,14.0,1016.1,1011.6,2.0,1.0,22.1,35.5,No,0.0,No
2013-01-04,MelbourneAirport,22.1,41.5,0.0,14.6,12.5,NNE,69.0,N,N,43.0,39.0,22.0,12.0,1009.2,1005.4,1.0,0.0,31.6,40.1,No,0.0,No
2013-01-05,MelbourneAirport,17.8,27.5,0.0,21.6,12.0,S,43.0,S,S,17.0,30.0,69.0,35.0,1014.8,1016.4,6.0,5.0,20.3,25.8,No,0.0,No
2013-01-06,MelbourneAirport,14.3,26.5,0.0,9.4,10.8,S,50.0,SSW,S,19.0,33.0,70.0,46.0,1023.3,1022.1,7.0,0.0,18.3,25.3,No,0.0,No
2013-01-07,MelbourneAirport,14.3,34.3,0.0,9.2,11.8,SSE,35.0,WSW,SSE,13.0,26.0,72.0,35.0,1018.6,1010.7,4.0,0.0,18.9,32.4,No,0.0,No
2013-01-08,MelbourneAirport,14.1,33.9,0.0,6.2,6.8,SW,61.0,SSW,SW,6.0,39.0,74.0,13.0,1003.3,997.5,7.0,3.0,19.2,32.6,No,0.0,No
2013-01-09,MelbourneAirport,11.0,21.5,0.0,5.2,9.7,SSW,52.0,SSW,SSE,28.0,15.0,53.0,37.0,1005.4,1005.7,7.0,5.0,14.0,19.7,No,0.0,No
2013-01-10,MelbourneAirport,8.7,27.8,0.0,7.6,12.6,SSE,33.0,SSW,SSE,9.0,20.0,54.0,32.0,1009.4,1006.4,1.0,2.0,15.8,25.4,No,0.0,No
2013-01-11,MelbourneAirport,15.7,40.9,0.0,9.8,12.1,N,67.0,N,NNW,50.0,35.0,16.0,8.0,1003.0,1000.3,6.0,5.0,27.6,38.8,No,0.0,No
2013-01-12,MelbourneAirport,13.2,25.0,0.0,15.2,2.8,SSE,48.0,SW,SSW,19.0,26.0,57.0,38.0,1011.6,1011.8,7.0,6.0,17.2,23.6,No,0.0,No
2013-01-13,MelbourneAirport,14.1,19.8,0.0,6.4,1.1,S,48.0,SSW,SSW,19.0,17.0,67.0,49.0,1013.6,1014.6,8.0,7.0,15.8,18.2,No,0.0,No
2013-01-14,MelbourneAirport,9.7,21.5,0.0,3.8,11.7,S,41.0,SE,SSE,20.0,22.0,46.0,38.0,1020.2,1019.9,5.0,1.0,15.7,20.1,No,0.0,No
2013-01-15,MelbourneAirport,9.0,30.1,0.0,7.6,12.6,NNE,46.0,N,S,19.0,28.0,48.0,36.0,1017.5,1014.7,1.0,0.0,18.9,26.1,No,0.0,No
2013-01-16,MelbourneAirport,11.5,26.5,0.0,9.4,13.2,SSE,37.0,SSW,SSE,9.0,19.0,69.0,37.0,1016.4,1014.2,5.0,1.0,17.8,26.4,No,0.0,No
2013-01-18,MelbourneAirport,22.4,28.6,0.0,19.8,7.2,SSE,56.0,SSW,S,19.0,19.0,29.0,44.0,999.4,1004.9,3.0,6.0,27.5,25.3,No,0.0,No
2013-01-19,MelbourneAirport,13.0,22.3,0.0,8.0,9.8,SSE,46.0,SSW,SE,22.0,26.0,64.0,37.0,1015.3,1015.7,7.0,2.0,15.9,21.1,No,0.0,No
2013-01-20,MelbourneAirport,10.9,26.6,0.0,7.0,13.4,SSW,37.0,SE,SSE,19.0,17.0,59.0,38.0,1017.0,1013.6,1.0,0.0,17.2,24.9,No,0.0,No
2013-01-21,MelbourneAirport,15.9,27.8,0.0,8.2,9.6,SSE,39.0,W,SSE,7.0,26.0,79.0,47.0,1012.5,1007.9,8.0,1.0,17.6,26.5,No,0.0,No
2013-01-22,MelbourneAirport,15.3,24.8,0.0,8.0,9.4,SE,41.0,SW,ESE,17.0,28.0,67.0,37.0,1012.1,1012.1,7.0,2.0,16.6,23.4,No,0.0,No
2013-01-23,MelbourneAirport,15.2,23.3,0.0,9.0,13.0,SSW,48.0,SE,S,28.0,31.0,57.0,37.0,1018.5,1016.7,3.0,1.0,17.5,22.0,No,0.0,No
2013-01-24,MelbourneAirport,11.9,36.0,0.0,9.0,12.9,NNE,54.0,NNE,N,31.0,26.0,52.0,12.0,1013.6,1009.5,0.0,1.0,21.3,33.7,No,0.0,No
2013-01-25,MelbourneAirport,21.2,27.3,0.0,16.2,3.0,N,70.0,SW,S,39.0,30.0,26.0,58.0,1008.8,1012.3,7.0,7.0,25.3,20.4,No,0.0,No
2013-01-26,MelbourneAirport,14.6,21.5,0.0,8.4,2.9,SSE,44.0,SSE,S,30.0,28.0,61.0,46.0,1014.9,1013.5,7.0,7.0,16.2,19.9,No,0.8,No
2013-01-27,MelbourneAirport,13.4,23.8,0.8,5.4,9.3,S,48.0,SSE,S,26.0,28.0,87.0,44.0,1012.3,1011.0,7.0,4.0,16.5,22.3,No,0.0,No
2013-01-28,MelbourneAirport,12.5,24.5,0.0,6.0,11.4,SSE,50.0,SW,S,11.0,26.0,78.0,45.0,1010.9,1009.3,6.0,5.0,16.8,23.4,No,8.6,Yes
2013-01-29,MelbourneAirport,13.6,20.3,8.6,9.0,5.7,S,48.0,S,S,22.0,30.0,56.0,40.0,1013.2,1012.4,7.0,7.0,14.9,18.4,Yes,0.0,No
2013-01-30,MelbourneAirport,8.5,28.7,0.0,6.4,13.1,SSE,33.0,WSW,SW,11.0,11.0,55.0,29.0,1015.0,1012.2,1.0,3.0,16.2,25.8,No,0.0,No
2013-01-31,MelbourneAirport,13.5,25.6,0.0,7.2,6.4,WSW,81.0,NNW,SSE,11.0,20.0,56.0,57.0,1010.7,1006.2,6.0,7.0,19.9,22.2,No,0.2,No
2013-03-01,MelbourneAirport,12.7,23.8,0.2,4.2,12.2,SE,54.0,SE,SE,15.0,33.0,64.0,34.0,1022.0,1020.9,1.0,1.0,16.3,22.6,No,0.0,No
2013-03-02,MelbourneAirport,13.1,26.3,0.0,8.0,12.0,SE,48.0,SE,SE,22.0,22.0,62.0,33.0,1025.4,1022.0,1.0,1.0,16.3,24.7,No,0.0,No
2013-03-03,MelbourneAirport,10.2,28.8,0.0,7.4,12.2,SSE,31.0,WNW,SE,9.0,15.0,74.0,26.0,1022.9,1019.3,0.0,0.0,15.7,28.3,No,0.0,No
2013-03-04,MelbourneAirport,13.4,31.5,0.0,7.6,12.0,N,43.0,N,E,33.0,13.0,44.0,24.0,1020.4,1017.6,1.0,1.0,22.9,30.8,No,0.0,No
2013-03-05,MelbourneAirport,15.7,32.7,0.0,10.0,11.9,N,63.0,N,ENE,50.0,20.0,47.0,21.0,1018.9,1016.5,0.0,1.0,22.3,31.5,No,0.0,No
2013-03-06,MelbourneAirport,15.9,33.6,0.0,10.0,11.4,N,52.0,N,N,31.0,19.0,43.0,27.0,1017.0,1014.2,3.0,3.0,23.8,32.1,No,0.0,No
2013-03-07,MelbourneAirport,20.1,35.2,0.0,10.0,6.1,N,39.0,N,E,30.0,15.0,38.0,26.0,1016.5,1014.9,2.0,6.0,26.9,33.1,No,0.0,No
2013-03-08,MelbourneAirport,18.6,34.6,0.0,8.6,5.7,SSE,30.0,WNW,SSE,11.0,20.0,86.0,37.0,1019.7,1015.9,7.0,6.0,20.0,33.7,No,0.0,No
2013-03-09,MelbourneAirport,19.9,35.9,0.0,9.8,7.2,N,63.0,N,NNW,46.0,22.0,39.0,21.0,1016.1,1013.9,4.0,4.0,26.4,34.8,No,0.0,No
2013-03-10,MelbourneAirport,19.2,36.3,0.0,10.4,4.7,N,43.0,N,E,13.0,26.0,65.0,28.0,1016.6,1014.7,5.0,5.0,22.8,31.8,No,0.2,No
2013-03-11,MelbourneAirport,17.1,36.9,0.2,5.8,9.7,NNE,37.0,NNE,ENE,11.0,19.0,52.0,20.0,1016.9,1014.8,3.0,7.0,25.2,36.5,No,0.0,No
2013-03-12,MelbourneAirport,23.2,36.2,0.0,11.2,11.6,N,59.0,N,N,43.0,31.0,40.0,23.0,1015.2,1012.1,1.0,1.0,27.4,35.3,No,0.0,No
2013-03-13,MelbourneAirport,24.3,26.5,0.0,16.4,9.0,N,54.0,N,SSW,24.0,30.0,44.0,32.0,1007.3,1009.5,6.0,6.0,25.6,26.2,No,0.0,No
2013-03-14,MelbourneAirport,13.4,22.2,0.0,7.0,6.7,SSE,39.0,SW,SE,24.0,26.0,55.0,42.0,1015.1,1014.7,7.0,1.0,16.6,21.1,No,0.0,No
2013-03-15,MelbourneAirport,14.9,23.2,0.0,5.6,6.5,S,35.0,W,SSE,7.0,19.0,72.0,41.0,1017.9,1017.1,7.0,2.0,16.2,21.5,No,0.0,No
2013-03-16,MelbourneAirport,14.4,24.0,0.0,5.4,1.8,SW,56.0,W,SW,13.0,28.0,78.0,81.0,1015.3,1013.8,7.0,7.0,15.6,16.6,No,14.8,Yes
2013-03-17,MelbourneAirport,9.5,17.1,14.8,3.8,1.9,S,54.0,S,S,26.0,33.0,66.0,46.0,1023.0,1024.0,7.0,7.0,13.1,15.7,Yes,3.2,Yes
2013-03-18,MelbourneAirport,11.1,19.1,3.2,2.4,4.7,S,33.0,SSE,S,7.0,26.0,95.0,68.0,1024.2,1023.1,7.0,7.0,11.9,17.3,Yes,2.0,Yes
2013-03-19,MelbourneAirport,9.2,22.6,2.0,2.6,11.4,SE,33.0,N,SE,9.0,11.0,80.0,38.0,1024.7,1022.1,1.0,1.0,13.7,21.9,Yes,0.0,No
2013-03-20,MelbourneAirport,10.7,28.8,0.0,4.8,9.9,NNE,59.0,N,N,26.0,31.0,54.0,30.0,1021.2,1015.8,1.0,5.0,17.9,27.5,No,0.0,No
2013-03-21,MelbourneAirport,17.6,22.5,0.0,9.0,2.8,N,96.0,N,N,46.0,65.0,73.0,68.0,1005.6,999.6,7.0,2.0,18.5,21.0,No,2.0,Yes
2013-03-22,MelbourneAirport,12.3,19.5,2.0,5.4,3.3,W,43.0,NNW,NNE,13.0,15.0,69.0,56.0,1012.7,1011.9,1.0,7.0,15.2,18.2,Yes,0.8,No
2013-03-23,MelbourneAirport,12.7,25.0,0.8,3.8,8.4,WNW,48.0,NNW,NW,28.0,33.0,64.0,35.0,1015.7,1014.1,7.0,4.0,16.1,24.1,No,0.0,No
2013-03-24,MelbourneAirport,15.2,25.6,0.0,7.6,8.5,WNW,56.0,N,W,31.0,24.0,59.0,37.0,1012.6,1012.1,3.0,7.0,17.5,23.9,No,0.0,No
2013-03-25,MelbourneAirport,10.6,23.8,0.0,5.6,9.7,S,30.0,NNW,SW,11.0,7.0,73.0,39.0,1019.6,1017.6,2.0,5.0,14.9,23.0,No,0.0,No
2013-03-26,MelbourneAirport,13.8,30.6,0.0,6.6,11.1,NNW,48.0,N,NNW,28.0,28.0,56.0,23.0,1015.8,1012.1,1.0,1.0,19.3,29.5,No,0.0,No
2013-03-27,MelbourneAirport,19.3,35.5,0.0,11.6,7.7,N,70.0,N,N,48.0,41.0,32.0,21.0,1008.8,1006.0,6.0,7.0,24.7,33.3,No,18.8,Yes
2013-03-28,MelbourneAirport,14.6,20.6,18.8,11.6,4.4,WSW,76.0,W,W,11.0,33.0,77.0,50.0,1015.1,1015.8,7.0,6.0,14.6,16.2,Yes,0.2,No
2013-03-29,MelbourneAirport,9.0,17.8,0.2,5.4,3.1,SSW,37.0,W,WSW,15.0,15.0,68.0,52.0,1021.5,1019.9,1.0,7.0,12.6,16.7,No,0.0,No
2013-03-30,MelbourneAirport,12.3,21.6,0.0,2.2,1.9,NNW,39.0,N,NNW,24.0,24.0,60.0,49.0,1016.3,1012.5,7.0,7.0,14.8,20.8,No,2.0,Yes
2013-03-31,MelbourneAirport,11.7,17.5,2.0,3.8,3.8,SSE,33.0,W,SSW,19.0,13.0,81.0,75.0,1013.7,1015.0,7.0,7.0,14.1,17.0,Yes,2.2,Yes
2013-04-01,MelbourneAirport,8.2,20.1,2.2,2.6,2.4,NW,33.0,NNW,NW,13.0,20.0,76.0,43.0,1018.9,1017.3,7.0,7.0,12.1,18.7,Yes,0.0,No
2013-04-02,MelbourneAirport,11.3,18.9,0.0,2.8,1.7,WSW,41.0,W,S,15.0,20.0,73.0,96.0,1018.0,1018.3,7.0,7.0,16.5,15.2,No,3.6,Yes
2013-04-03,MelbourneAirport,9.5,16.9,3.6,2.4,2.2,SSE,44.0,WSW,S,7.0,28.0,78.0,65.0,1024.9,1025.1,7.0,7.0,12.4,14.9,Yes,0.0,No
2013-04-04,MelbourneAirport,5.7,19.7,0.0,3.0,10.8,S,30.0,W,S,6.0,13.0,75.0,45.0,1029.8,1027.6,1.0,1.0,10.9,19.1,No,0.0,No
2013-04-05,MelbourneAirport,8.9,24.6,0.0,3.0,8.4,SSE,30.0,N,NE,15.0,13.0,88.0,41.0,1030.1,1026.5,3.0,7.0,11.8,23.7,No,0.0,No
2013-04-06,MelbourneAirport,10.6,27.1,0.0,3.4,9.2,N,44.0,N,NE,20.0,15.0,68.0,33.0,1025.8,1022.0,1.0,4.0,16.3,26.3,No,0.0,No
2013-04-07,MelbourneAirport,16.0,27.7,0.0,6.6,4.3,N,50.0,N,NE,35.0,15.0,49.0,43.0,1022.1,1019.9,6.0,7.0,20.9,24.3,No,2.6,Yes
2013-04-08,MelbourneAirport,14.3,21.8,2.6,4.0,5.7,S,28.0,S,S,11.0,17.0,83.0,55.0,1026.1,1024.2,7.0,3.0,16.1,21.1,Yes,0.0,No
2013-04-09,MelbourneAirport,12.7,22.3,0.0,2.6,9.0,SSW,31.0,NE,SSE,9.0,15.0,78.0,58.0,1027.1,1023.3,6.0,1.0,17.5,21.7,No,0.0,No
2013-04-10,MelbourneAirport,10.3,24.3,0.0,4.2,9.6,S,26.0,N,SE,15.0,11.0,73.0,38.0,1023.0,1020.6,5.0,6.0,17.8,23.9,No,0.2,No
2013-04-11,MelbourneAirport,12.3,16.5,0.2,3.0,1.0,S,30.0,NW,SE,11.0,15.0,78.0,90.0,1024.8,1024.5,7.0,8.0,15.1,15.1,No,0.4,No
2013-04-12,MelbourneAirport,9.6,27.2,0.4,0.8,7.5,N,31.0,W,SSE,7.0,13.0,81.0,45.0,1023.9,1019.2,1.0,6.0,14.9,25.1,No,1.6,Yes
2013-04-13,MelbourneAirport,14.9,24.1,1.6,7.0,0.0,N,63.0,N,NNW,33.0,19.0,48.0,33.0,1014.2,1010.4,7.0,7.0,18.6,23.7,Yes,0.0,No
2013-04-14,MelbourneAirport,13.5,21.4,0.0,4.0,4.1,SSE,30.0,N,S,7.0,20.0,63.0,60.0,1012.8,1008.8,5.0,7.0,16.9,19.3,No,0.6,No
2013-04-15,MelbourneAirport,12.0,15.0,0.6,1.2,0.0,S,37.0,SSW,S,11.0,26.0,91.0,92.0,1012.8,1013.3,8.0,7.0,13.4,12.8,No,1.8,Yes
2013-04-16,MelbourneAirport,8.4,18.2,1.8,0.2,9.6,SSE,35.0,S,S,11.0,20.0,74.0,50.0,1018.3,1016.1,1.0,4.0,13.7,16.8,Yes,0.0,No
2013-04-17,MelbourneAirport,8.5,17.6,0.0,4.0,1.8,S,33.0,W,S,11.0,24.0,70.0,62.0,1018.1,1016.4,7.0,7.0,13.5,16.6,No,1.6,Yes
2013-04-18,MelbourneAirport,7.5,15.9,1.6,2.8,1.4,SSW,52.0,SSW,S,11.0,31.0,99.0,51.0,1019.7,1020.4,8.0,7.0,11.8,14.9,Yes,1.8,Yes
2013-04-19,MelbourneAirport,8.4,16.2,1.8,2.4,10.7,SSE,54.0,SSE,SSE,28.0,35.0,48.0,46.0,1026.3,1024.7,1.0,5.0,12.6,14.5,Yes,0.0,No
2013-04-20,MelbourneAirport,5.6,17.8,0.0,4.0,9.4,SSE,44.0,SE,SSE,24.0,20.0,71.0,49.0,1023.3,1019.1,1.0,5.0,12.1,16.5,No,0.0,No
2013-04-21,MelbourneAirport,5.6,20.7,0.0,3.4,8.5,N,56.0,N,NNE,28.0,35.0,55.0,34.0,1013.4,1007.7,4.0,7.0,13.1,20.1,No,0.4,No
2013-04-22,MelbourneAirport,10.7,18.5,0.4,5.4,1.6,N,57.0,N,N,37.0,20.0,91.0,73.0,1006.6,1007.0,7.0,6.0,11.8,16.4,No,3.8,Yes
2013-04-23,MelbourneAirport,10.4,18.8,3.8,1.6,7.8,WSW,39.0,WSW,WSW,22.0,26.0,75.0,39.0,1014.8,1014.9,2.0,7.0,13.4,18.4,Yes,0.0,No
2013-04-24,MelbourneAirport,11.5,20.1,0.0,3.8,5.3,W,35.0,NW,W,17.0,26.0,48.0,73.0,1019.4,1017.9,5.0,7.0,15.7,15.7,No,3.6,Yes
2013-04-25,MelbourneAirport,9.0,20.8,3.6,2.8,6.3,NW,43.0,NNW,NNW,15.0,20.0,65.0,47.0,1021.3,1018.6,3.0,7.0,14.4,19.2,Yes,0.0,No
2013-04-26,MelbourneAirport,13.6,22.0,0.0,4.0,6.7,WNW,46.0,NW,W,13.0,30.0,65.0,40.0,1022.4,1020.8,5.0,6.0,17.3,21.5,No,0.0,No
2013-04-27,MelbourneAirport,12.8,24.5,0.0,5.4,7.1,N,59.0,N,N,37.0,44.0,60.0,37.0,1018.0,1012.4,3.0,6.0,18.0,23.7,No,0.0,No
2013-04-28,MelbourneAirport,14.9,19.1,0.0,9.2,2.0,N,48.0,NW,WSW,9.0,24.0,42.0,56.0,1015.0,1015.8,7.0,7.0,18.2,17.7,No,0.0,No
2013-04-29,MelbourneAirport,6.9,18.2,0.0,3.4,6.1,SSE,28.0,WNW,S,11.0,9.0,63.0,44.0,1024.2,1024.1,2.0,7.0,13.3,17.3,No,0.0,No
2013-04-30,MelbourneAirport,5.0,17.7,0.0,3.4,5.6,N,28.0,N,NNW,11.0,6.0,71.0,43.0,1026.5,1023.0,3.0,7.0,12.3,16.8,No,0.0,No
2013-05-01,MelbourneAirport,7.9,16.7,0.0,2.6,3.1,SW,59.0,NW,SSW,15.0,30.0,63.0,70.0,1021.6,1021.7,7.0,4.0,12.3,13.5,No,2.8,Yes
2013-05-02,MelbourneAirport,3.8,16.4,2.8,2.4,10.2,ENE,26.0,NNW,ENE,6.0,6.0,72.0,42.0,1028.5,1026.0,1.0,1.0,10.3,16.1,Yes,0.0,No
2013-05-03,MelbourneAirport,5.7,19.5,0.0,6.8,5.4,N,94.0,N,N,67.0,48.0,51.0,32.0,1019.5,1015.3,7.0,7.0,13.0,18.0,No,0.4,No
2013-05-04,MelbourneAirport,8.4,15.3,0.4,4.8,4.3,WSW,63.0,SW,S,22.0,31.0,58.0,42.0,1025.4,1025.6,7.0,7.0,10.6,13.8,No,0.0,No
2013-05-05,MelbourneAirport,9.0,14.7,0.0,3.0,0.2,SSE,33.0,SW,SSE,9.0,24.0,60.0,52.0,1027.3,1025.4,7.0,7.0,11.7,13.5,No,0.0,No
2013-05-06,MelbourneAirport,2.1,18.6,0.0,2.2,9.0,NE,37.0,NW,NNE,7.0,15.0,65.0,28.0,1026.8,1022.9,3.0,7.0,9.5,18.4,No,0.4,No
2013-05-07,MelbourneAirport,7.7,19.9,0.4,3.0,4.7,N,52.0,N,N,11.0,30.0,75.0,42.0,1026.9,1024.3,7.0,6.0,12.0,18.2,No,0.0,No
2013-05-08,MelbourneAirport,10.7,23.9,0.0,4.6,9.3,N,56.0,N,N,30.0,31.0,49.0,32.0,1027.8,1025.0,3.0,6.0,16.5,23.1,No,0.0,No
2013-05-09,MelbourneAirport,14.6,26.2,0.0,7.2,9.8,N,48.0,N,NNE,33.0,20.0,59.0,35.0,1028.2,1026.9,0.0,1.0,17.7,25.5,No,0.0,No
2013-05-10,MelbourneAirport,11.3,25.0,0.0,4.6,9.4,N,39.0,N,NNE,19.0,22.0,62.0,33.0,1029.7,1026.8,7.0,7.0,16.7,24.5,No,0.0,No
2013-05-11,MelbourneAirport,11.5,24.1,0.0,5.2,8.2,NNE,56.0,N,N,31.0,28.0,50.0,28.0,1027.1,1022.6,7.0,6.0,17.9,23.4,No,0.0,No
2013-05-12,MelbourneAirport,14.4,23.4,0.0,7.2,3.5,N,59.0,N,N,44.0,35.0,47.0,47.0,1019.3,1016.0,7.0,7.0,16.3,20.0,No,0.8,No
2013-05-13,MelbourneAirport,11.8,17.6,0.8,5.0,4.5,W,54.0,N,W,20.0,33.0,64.0,68.0,1013.4,1011.4,7.0,7.0,14.0,12.4,No,0.4,No
2013-05-14,MelbourneAirport,5.8,13.5,0.4,3.8,5.2,NNW,52.0,N,NNW,30.0,22.0,64.0,49.0,1011.3,1009.3,2.0,7.0,9.7,12.0,No,0.4,No
2013-05-15,MelbourneAirport,8.1,15.5,0.4,2.8,3.6,NW,59.0,N,N,33.0,37.0,82.0,61.0,1007.3,1003.2,3.0,7.0,9.7,14.6,No,1.4,Yes
2013-05-16,MelbourneAirport,9.1,15.4,1.4,2.6,2.1,WSW,67.0,W,SW,31.0,31.0,75.0,82.0,1007.6,1009.6,4.0,8.0,11.8,10.9,Yes,4.8,Yes
2013-05-17,MelbourneAirport,9.1,15.5,4.8,3.0,3.5,SW,39.0,W,SSW,24.0,19.0,86.0,60.0,1016.0,1015.3,7.0,7.0,11.1,13.9,Yes,0.0,No
2013-05-18,MelbourneAirport,7.9,13.5,0.0,1.2,0.8,SSW,39.0,W,W,13.0,17.0,77.0,67.0,1018.0,1016.8,7.0,6.0,10.8,12.0,No,0.8,No
2013-05-19,MelbourneAirport,6.6,16.9,0.8,1.0,8.1,N,46.0,WNW,W,13.0,15.0,75.0,41.0,1019.4,1016.7,1.0,5.0,11.3,16.2,No,0.0,No
2013-05-20,MelbourneAirport,8.6,14.6,0.0,3.4,0.7,N,48.0,N,NNW,33.0,20.0,77.0,76.0,1016.2,1013.6,7.0,7.0,10.4,13.8,No,4.4,Yes
2013-05-21,MelbourneAirport,6.0,16.0,4.4,0.6,7.2,WNW,26.0,NW,N,11.0,7.0,82.0,46.0,1017.9,1015.6,7.0,3.0,9.8,15.7,Yes,0.0,No
2013-05-22,MelbourneAirport,3.6,15.0,0.0,1.4,1.1,NE,24.0,N,ENE,9.0,9.0,84.0,56.0,1013.4,1011.4,7.0,7.0,8.5,14.1,No,0.2,No
2013-05-23,MelbourneAirport,3.1,15.7,0.2,1.4,8.8,SE,39.0,SSW,SSE,9.0,26.0,93.0,62.0,1020.6,1020.6,1.0,4.0,9.4,14.2,No,0.2,No
2013-05-24,MelbourneAirport,4.3,16.7,0.2,1.4,6.7,S,20.0,SW,SSW,13.0,9.0,92.0,49.0,1026.0,1023.9,7.0,4.0,8.6,16.3,No,0.0,No
2013-05-25,MelbourneAirport,6.7,18.6,0.0,1.0,8.3,WSW,33.0,NNW,WSW,9.0,24.0,77.0,44.0,1026.3,1024.1,2.0,4.0,12.7,18.2,No,0.0,No
2013-05-26,MelbourneAirport,7.8,15.6,0.0,2.8,0.0,W,37.0,WNW,SW,19.0,17.0,70.0,54.0,1028.6,1026.9,7.0,7.0,12.9,15.1,No,0.0,No
2013-05-27,MelbourneAirport,8.7,14.8,0.0,1.0,1.3,SSE,28.0,,SSE,0.0,19.0,92.0,74.0,1031.4,1029.1,7.0,7.0,10.6,13.7,No,0.2,No
2013-05-28,MelbourneAirport,3.4,17.9,0.2,1.2,7.1,NNE,56.0,NNW,N,7.0,30.0,71.0,46.0,1029.3,1025.8,7.0,6.0,10.2,17.2,No,0.0,No
2013-05-29,MelbourneAirport,7.0,18.4,0.0,2.6,2.7,N,52.0,N,NNW,26.0,28.0,76.0,39.0,1026.2,1023.4,7.0,7.0,11.1,17.3,No,0.4,No
2013-05-30,MelbourneAirport,11.1,15.5,0.4,2.8,0.0,N,41.0,N,N,28.0,24.0,70.0,93.0,1023.3,1021.6,8.0,8.0,14.4,13.5,No,8.4,Yes
2013-05-31,MelbourneAirport,11.2,17.3,8.4,2.6,3.7,N,63.0,N,N,39.0,31.0,83.0,77.0,1021.8,1019.0,3.0,7.0,15.4,17.2,Yes,75.8,Yes
2013-06-01,MelbourneAirport,12.8,15.1,75.8,8.0,0.0,S,31.0,N,SSW,13.0,11.0,97.0,90.0,1013.1,1011.1,8.0,7.0,13.2,14.9,Yes,3.6,Yes
2013-06-02,MelbourneAirport,8.4,14.4,3.6,1.0,3.6,S,41.0,SW,S,24.0,22.0,96.0,76.0,1018.4,1020.2,7.0,7.0,9.8,13.5,Yes,0.6,No
2013-06-03,MelbourneAirport,8.9,14.3,0.6,0.4,0.5,SSW,33.0,SW,SW,20.0,13.0,78.0,65.0,1025.4,1024.5,7.0,6.0,11.4,13.6,No,0.0,No
2013-06-04,MelbourneAirport,9.6,14.5,0.0,0.8,0.0,WSW,19.0,,,0.0,0.0,88.0,67.0,1026.8,1024.9,7.0,7.0,11.9,14.4,No,0.0,No
2013-06-05,MelbourneAirport,9.4,13.6,0.0,0.8,0.2,N,63.0,NNE,NNE,17.0,28.0,85.0,73.0,1023.3,1019.1,7.0,7.0,11.2,12.9,No,0.0,No
