Location,Date,WindDir9am,WindSpeed9am,WindGustDir,WindGustSpeed,WindSpeed3pm,Humidity9am,Pressure9am,Cloud9am,Temp9am
AliceSprings,2013-08-22,SE,19.0,SE,50.0,19.0,24.0,1023.9,0.0,14.9
AliceSprings,2013-08-23,ENE,6.0,ESE,35.0,17.0,34.0,1025.9,0.0,14.3
AliceSprings,2013-08-24,ESE,0.0,E,37.0,15.0,40.0,1026.4,0.0,14.6
AliceSprings,2013-08-25,ESE,0.0,ESE,33.0,13.0,40.0,1025.0,0.0,15.3
AliceSprings,2013-08-26,ENE,15.0,NNW,28.0,15.0,21.0,1022.9,0.0,18.9
AliceSprings,2013-08-27,NNE,2.0,NNW,30.0,13.0,11.0,1020.9,0.0,22.1
AliceSprings,2013-08-29,SW,19.0,SW,31.0,4.0,16.0,1017.3,0.0,24.0
AliceSprings,2013-08-30,ESE,0.0,NNW,52.0,28.0,25.0,1016.6,0.0,22.1
AliceSprings,2013-08-31,WNW,7.0,S,30.0,13.0,25.0,1017.9,1.0,26.5
AliceSprings,2013-09-01,N,2.0,N,33.0,11.0,30.0,1020.8,3.0,26.2
AliceSprings,2013-09-02,NE,19.0,ENE,41.0,19.0,16.0,1023.5,6.0,27.8
AliceSprings,2013-09-03,ENE,15.0,E,43.0,17.0,17.0,1022.4,1.0,27.3
AliceSprings,2013-09-04,NNE,22.0,E,37.0,15.0,17.0,1022.0,2.948453608247423,27.5
AliceSprings,2013-09-05,NE,19.0,NNE,33.0,15.0,18.0,1022.5,1.0,25.4
AliceSprings,2013-09-06,NW,6.0,ENE,33.0,11.0,24.0,1023.1,4.0,22.0
AliceSprings,2013-09-07,ENE,17.0,ENE,37.0,9.0,15.0,1021.9,4.0,24.3
AliceSprings,2013-09-08,NNE,24.0,NNW,41.0,15.0,21.0,1020.1,0.0,25.4
AliceSprings,2013-09-09,N,28.0,WNW,46.0,22.0,12.0,1015.9,1.0,26.4
AliceSprings,2013-09-10,SE,22.0,SE,31.0,13.0,23.0,1015.7,1.0,22.0
AliceSprings,2013-09-11,ESE,9.0,NE,43.0,20.0,29.0,1015.1,6.0,20.6
AliceSprings,2013-09-12,WSW,20.0,WSW,52.0,33.0,16.0,1012.6,6.0,31.3
AliceSprings,2013-09-13,SE,13.0,ESE,30.0,11.0,24.0,1016.4,0.0,23.5
AliceSprings,2013-09-14,ENE,17.0,NW,46.0,22.0,23.0,1013.5,3.0,24.9
AliceSprings,2013-09-15,NW,13.0,WNW,65.5,35.5,25.0,1010.7,1.0,28.1
AliceSprings,2013-09-16,S,24.0,S,39.0,20.0,15.0,1015.0,0.0,21.1
AliceSprings,2013-09-17,ENE,15.0,W,57.0,31.0,25.0,1014.1,0.0,20.6
AliceSprings,2013-09-18,SE,19.0,S,35.0,9.0,31.0,1014.9,0.0,19.0
AliceSprings,2013-09-19,E,11.0,SSE,37.0,11.0,23.0,1014.2,0.0,19.9
AliceSprings,2013-09-20,ENE,13.0,NNE,37.0,17.0,13.0,1016.7,0.0,22.7
AliceSprings,2013-09-21,N,7.0,WNW,46.0,11.0,11.0,1015.4,0.0,24.6
AliceSprings,2013-09-22,NNE,24.0,NNW,50.0,30.0,7.0,1013.9,0.0,27.6
AliceSprings,2013-09-23,NNW,30.0,NW,54.0,28.0,10.0,1011.8,2.0,30.1
AliceSprings,2013-09-24,WSW,17.0,W,44.0,17.0,7.0,1012.2,0.0,28.9
AliceSprings,2013-09-25,WSW,19.0,W,46.0,30.0,8.0,1013.7,0.0,29.7
AliceSprings,2013-09-26,ESE,24.0,ESE,44.0,20.0,21.0,1019.4,0.0,22.4
AliceSprings,2013-09-27,NNE,19.0,W,39.0,19.0,17.0,1015.3,6.0,24.8
AliceSprings,2013-09-28,E,24.0,N,46.0,19.0,10.0,1018.5,1.0,25.5
AliceSprings,2013-10-01,S,26.0,S,56.0,15.0,41.0,1018.7,7.0,20.5
AliceSprings,2013-10-02,E,19.0,S,33.0,17.0,16.0,1019.4,0.0,22.3
AliceSprings,2013-10-03,ESE,28.0,E,52.0,24.0,20.0,1022.3,0.0,20.3
AliceSprings,2013-10-04,ENE,30.0,ENE,39.0,20.0,17.0,1020.2,0.0,18.9
AliceSprings,2013-10-05,NNE,11.0,NNE,26.0,13.0,9.0,1015.8,0.0,24.0
AliceSprings,2013-10-06,NNW,20.0,NNW,37.0,11.0,1.0,1012.7,0.0,30.1
AliceSprings,2013-10-07,N,22.0,E,54.0,11.0,1.0,1011.2,0.0,32.6
AliceSprings,2013-10-08,E,26.0,ESE,57.0,26.0,8.0,1015.6,0.0,28.8
AliceSprings,2013-10-09,ENE,6.0,NNE,65.0,9.0,12.0,1014.2,0.0,31.5
AliceSprings,2013-10-10,N,26.0,S,57.0,20.0,4.0,1011.6,1.0,34.7
AliceSprings,2013-10-11,SE,24.0,SE,43.0,15.0,37.0,1017.7,7.0,18.7
AliceSprings,2013-10-12,ESE,0.0,WNW,39.0,22.0,31.0,1012.3,8.0,22.6
AliceSprings,2013-10-13,S,33.0,S,52.0,30.0,39.0,1017.6,0.0,20.4
AliceSprings,2013-10-14,ESE,30.0,ESE,50.0,24.0,20.0,1023.1,1.0,16.9
AliceSprings,2013-10-15,E,17.0,SSW,41.0,17.0,12.0,1021.1,2.0,19.4
AliceSprings,2013-10-16,NNW,22.0,SW,48.0,17.0,4.0,1016.2,0.0,28.7
AliceSprings,2013-10-17,SSE,33.0,SSE,48.0,20.0,27.0,1017.7,2.948453608247423,24.0
AliceSprings,2013-10-18,E,26.0,E,43.0,19.0,16.0,1020.1,2.948453608247423,19.6
AliceSprings,2013-10-19,ENE,17.0,ESE,31.0,22.0,3.0,1016.5,0.0,25.9
AliceSprings,2013-10-20,N,17.0,N,39.0,15.0,3.0,1012.1,0.0,34.0
AliceSprings,2013-10-21,NW,24.0,SSW,52.0,11.0,1.0,1010.0,1.0,34.5
AliceSprings,2013-10-22,SSE,20.0,SSW,35.0,19.0,36.0,1015.2,7.0,26.0
AliceSprings,2013-10-23,SE,28.0,ESE,46.0,20.0,31.0,1017.6,7.0,21.7
AliceSprings,2013-10-24,SE,31.0,ESE,50.0,28.0,21.0,1020.9,5.0,19.8
AliceSprings,2013-10-25,ESE,22.0,ESE,43.0,26.0,14.0,1022.4,0.0,20.5
AliceSprings,2013-10-26,E,20.0,E,43.0,19.0,2.0,1022.4,0.0,23.5
AliceSprings,2013-10-27,E,20.0,SE,35.0,17.0,3.0,1019.0,0.0,26.4
AliceSprings,2013-10-28,W,11.0,SE,46.0,20.0,3.0,1015.0,0.0,30.6
AliceSprings,2013-10-29,ESE,30.0,SE,46.0,20.0,19.0,1019.3,1.0,22.7
AliceSprings,2013-10-30,ESE,24.0,SE,39.0,20.0,18.0,1019.5,1.0,22.2
AliceSprings,2013-10-31,E,28.0,ESE,41.0,7.0,9.0,1019.6,2.0,24.3
AliceSprings,2013-11-01,E,28.0,E,44.0,24.0,6.0,1019.1,0.0,25.9
AliceSprings,2013-11-02,E,24.0,E,41.0,15.0,5.0,1017.5,0.0,26.6
AliceSprings,2013-11-03,ESE,20.0,E,54.0,24.0,7.0,1016.7,1.0,29.4
AliceSprings,2013-11-04,E,28.0,E,52.0,24.0,12.0,1018.1,1.0,29.5
AliceSprings,2013-11-05,ESE,26.0,E,41.0,13.0,5.0,1017.3,0.0,26.9
AliceSprings,2013-11-06,ENE,15.0,SSE,37.0,20.0,5.0,1013.7,1.0,29.6
AliceSprings,2013-11-07,N,22.0,S,56.0,11.0,4.0,1010.0,1.0,33.5
AliceSprings,2013-11-08,SE,22.0,ESE,46.0,20.0,34.0,1013.0,5.0,26.4
AliceSprings,2013-11-09,E,24.0,ESE,52.0,22.0,27.0,1016.1,6.0,21.6
AliceSprings,2013-11-10,SE,30.0,E,48.0,19.0,16.0,1016.0,4.0,21.0
AliceSprings,2013-11-11,ESE,28.0,ESE,43.0,17.0,14.0,1015.1,6.0,21.5
AliceSprings,2013-11-12,E,30.0,E,46.0,13.0,8.0,1015.3,0.0,22.4
AliceSprings,2013-11-13,ESE,24.0,ESE,39.0,19.0,7.0,1014.7,1.0,24.4
AliceSprings,2013-11-14,ENE,17.0,S,44.0,13.0,5.0,1014.4,1.0,28.6
AliceSprings,2013-11-15,N,28.0,SW,65.5,13.0,4.0,1012.1,4.0,31.5
AliceSprings,2013-11-16,SSW,19.0,SSW,65.5,20.0,16.0,1009.3,7.0,29.9
AliceSprings,2013-11-17,S,13.0,SSE,39.0,22.0,19.0,1010.1,7.0,25.6
AliceSprings,2013-11-18,E,30.0,E,43.0,13.0,8.0,1010.6,7.0,25.6
AliceSprings,2013-11-19,S,9.0,NW,31.0,11.0,21.0,1007.6,3.0,30.1
AliceSprings,2013-11-20,S,19.0,SE,39.0,19.0,28.0,1008.5,3.0,27.0
AliceSprings,2013-11-21,E,22.0,SW,41.0,17.0,27.0,1007.7,5.0,27.8
AliceSprings,2013-11-22,ENE,19.0,WNW,43.0,15.0,38.0,1009.6,7.0,23.5
AliceSprings,2013-11-23,ESE,24.0,E,43.0,28.0,23.0,1008.4,7.0,28.7
AliceSprings,2013-11-24,ENE,24.0,NNE,39.0,13.0,17.0,1008.3,1.0,28.2
AliceSprings,2013-11-25,NNE,15.0,NW,63.0,24.0,34.0,1005.6,2.0,29.9
AliceSprings,2013-11-26,NNE,17.0,SSE,46.0,9.0,28.0,1007.2,7.0,31.0
AliceSprings,2013-11-27,ENE,26.0,ENE,41.0,17.0,12.0,1008.7,2.0,33.4
AliceSprings,2013-11-28,NW,17.0,SW,63.0,33.0,28.0,1006.7,4.0,34.2
AliceSprings,2013-11-29,ESE,19.0,ESE,33.0,20.0,53.0,1009.8,2.0,26.6
AliceSprings,2013-11-30,ENE,31.0,E,48.0,7.0,25.0,1010.0,5.0,29.7
AliceSprings,2013-12-01,ENE,6.0,WSW,31.0,11.0,16.0,1011.8,1.0,32.9
AliceSprings,2013-12-02,NW,13.0,E,44.0,15.0,27.0,1010.1,2.0,36.3
AliceSprings,2013-12-03,NW,15.0,W,50.0,20.0,32.0,1008.3,1.0,33.3
AliceSprings,2013-12-04,NW,22.0,NW,46.0,9.0,90.0,1009.1,7.0,22.0
AliceSprings,2013-12-05,SSE,26.0,SE,41.0,20.0,33.0,1014.7,7.0,19.4
AliceSprings,2013-12-06,ESE,22.0,SE,44.0,19.0,18.0,1016.4,5.0,21.3
AliceSprings,2013-12-07,E,19.0,ENE,33.0,7.0,13.0,1014.4,1.0,25.9
AliceSprings,2013-12-08,N,11.0,WSW,37.0,17.0,8.0,1011.3,1.0,32.8
AliceSprings,2013-12-09,SSW,22.0,SW,61.0,20.0,30.0,1008.4,3.0,31.7
AliceSprings,2013-12-10,SE,24.0,ESE,44.0,26.0,61.0,1012.8,7.0,21.6
AliceSprings,2013-12-11,SE,22.0,SE,39.0,26.0,22.0,1012.8,7.0,23.2
AliceSprings,2013-12-12,ESE,26.0,ESE,43.0,13.0,25.0,1012.9,1.0,23.9
AliceSprings,2013-12-13,E,20.0,S,48.0,20.0,13.0,1013.5,1.0,27.9
AliceSprings,2013-12-14,ESE,24.0,SE,50.0,22.0,11.0,1014.1,1.0,29.8
AliceSprings,2013-12-15,E,24.0,E,46.0,20.0,9.0,1013.6,2.0,30.7
AliceSprings,2013-12-16,E,28.0,ENE,52.0,26.0,11.0,1013.4,7.0,29.7
AliceSprings,2013-12-17,E,28.0,E,37.0,17.0,7.0,1012.3,7.0,30.1
AliceSprings,2013-12-18,ESE,13.0,E,39.0,13.0,5.0,1010.8,6.0,32.6
AliceSprings,2013-12-19,W,13.0,NE,46.0,9.0,9.0,1009.1,1.0,34.9
AliceSprings,2013-12-20,N,17.0,S,65.0,6.0,20.0,1009.0,1.0,35.4
AliceSprings,2013-12-21,SSW,17.0,NNW,65.5,24.0,24.0,1008.7,2.0,31.2
AliceSprings,2013-12-22,ESE,13.0,W,65.5,11.0,57.0,1009.3,7.0,26.3
AliceSprings,2013-12-23,SE,2.0,SE,30.0,6.0,94.0,1013.4,8.0,17.8
AliceSprings,2013-12-25,ESE,6.0,ENE,26.0,13.0,92.0,1012.1,7.0,20.5
AliceSprings,2013-12-26,ESE,6.0,E,41.0,24.0,46.0,1012.4,1.0,27.7
AliceSprings,2013-12-27,E,11.0,SE,52.0,30.0,20.0,1010.0,0.0,30.2
AliceSprings,2013-12-28,ENE,24.0,S,43.0,20.0,10.0,1008.1,1.0,34.2
AliceSprings,2013-12-29,ESE,28.0,ENE,48.0,6.0,18.0,1010.7,2.0,31.9
AliceSprings,2013-12-30,ENE,26.0,ENE,41.0,17.0,11.0,1011.4,7.0,33.1
AliceSprings,2013-12-31,NE,20.0,NE,39.0,15.0,9.0,1010.8,2.0,35.3
AliceSprings,2014-01-01,NNE,22.0,N,46.0,15.0,6.0,1007.9,1.0,39.1
AliceSprings,2014-01-02,W,19.0,SW,54.0,22.0,20.0,1007.7,6.0,38.0
AliceSprings,2014-01-03,S,26.0,SSW,61.0,26.0,29.0,1009.6,2.0,31.5
AliceSprings,2014-01-04,SE,28.0,ESE,48.0,13.0,22.0,1012.2,3.0,26.5
AliceSprings,2014-01-05,SE,19.0,SE,43.0,26.0,10.0,1012.2,1.0,27.4
AliceSprings,2014-01-06,ESE,31.0,SE,59.0,30.0,23.0,1015.2,3.0,25.6
AliceSprings,2014-01-07,ESE,28.0,ESE,43.0,26.0,10.0,1014.9,0.0,24.7
AliceSprings,2014-01-08,E,15.0,SE,44.0,22.0,11.0,1012.2,0.0,25.4
AliceSprings,2014-01-09,E,17.0,ESE,43.0,11.0,8.0,1010.6,0.0,27.0
AliceSprings,2014-01-10,ESE,20.0,SSW,43.0,17.0,8.0,1011.3,0.0,30.0
AliceSprings,2014-01-11,ESE,17.0,SE,54.0,20.0,16.0,1012.0,1.0,32.2
AliceSprings,2014-01-12,ESE,22.0,E,54.0,31.0,19.0,1010.6,1.0,33.8
AliceSprings,2014-01-13,NE,19.0,ENE,48.0,30.0,25.0,1007.6,1.0,33.9
AliceSprings,2014-01-14,NE,19.0,E,52.0,31.0,34.0,1007.5,6.0,31.9
AliceSprings,2014-01-15,ENE,22.0,NE,54.0,26.0,38.0,1008.3,7.0,30.1
AliceSprings,2014-01-16,NE,20.0,NNE,46.0,28.0,70.0,1007.5,7.0,25.2
AliceSprings,2014-01-17,ENE,17.0,ENE,31.0,9.0,85.0,1006.5,8.0,23.2
AliceSprings,2014-01-18,NE,36.5,NE,63.0,20.0,87.0,1008.5,8.0,21.2
AliceSprings,2014-01-19,N,20.0,NNE,39.0,9.0,71.0,1008.1,7.0,23.7
AliceSprings,2014-01-20,SSE,4.0,ESE,30.0,17.0,60.0,1006.7,7.0,26.9
AliceSprings,2014-01-21,WSW,9.0,ENE,50.0,11.0,58.0,1007.4,7.0,27.5
AliceSprings,2014-01-22,NNW,7.0,N,35.0,15.0,41.0,1007.4,7.0,30.8
AliceSprings,2014-01-23,E,19.0,N,37.0,19.0,14.0,1007.5,0.0,32.1
AliceSprings,2014-01-24,W,28.0,SE,56.0,20.0,35.0,1005.3,7.0,34.1
AliceSprings,2014-01-25,SE,26.0,S,43.0,22.0,46.0,1010.9,3.0,27.8
AliceSprings,2014-01-26,ESE,20.0,ESE,37.0,17.0,30.0,1009.6,1.0,28.8
AliceSprings,2014-01-27,ENE,17.0,ESE,50.0,20.0,41.0,1007.6,1.0,31.4
AliceSprings,2014-01-28,ENE,20.0,WNW,44.0,22.0,44.0,1008.1,1.0,31.1
AliceSprings,2014-01-29,E,13.0,E,50.0,15.0,25.0,1007.4,5.0,32.1
AliceSprings,2014-01-30,ESE,13.0,SSE,43.0,20.0,19.0,1006.1,0.0,33.8
AliceSprings,2014-01-31,E,33.0,ESE,48.0,19.0,12.0,1004.8,0.0,32.8
AliceSprings,2014-02-01,E,11.0,ESE,50.0,13.0,15.0,1002.4,0.0,31.0
AliceSprings,2014-02-02,NE,13.0,SW,43.0,17.0,54.0,1002.4,1.0,27.9
AliceSprings,2014-02-03,SE,15.0,SSE,56.0,11.0,50.0,1002.8,3.0,30.8
AliceSprings,2014-02-04,SE,19.0,E,56.0,9.0,98.0,1005.5,8.0,22.6
AliceSprings,2014-02-05,SSE,2.0,ENE,44.0,31.0,67.0,1006.2,7.0,25.1
AliceSprings,2014-02-06,E,20.0,ESE,65.0,35.5,33.0,1006.5,1.0,29.0
AliceSprings,2014-02-07,ENE,13.0,E,54.0,35.0,35.0,1006.9,0.0,30.2
AliceSprings,2014-02-08,ENE,17.0,NE,48.0,17.0,35.0,1006.6,1.0,31.0
AliceSprings,2014-02-09,E,13.0,E,46.0,19.0,32.0,1008.2,2.0,31.8
AliceSprings,2014-02-10,ENE,15.0,E,56.0,28.0,39.0,1007.4,1.0,32.1
AliceSprings,2014-02-11,NNE,26.0,E,44.0,19.0,50.0,1006.0,3.0,30.4
AliceSprings,2014-02-12,NNE,31.0,NNE,63.0,35.0,56.0,1006.0,6.0,28.6
AliceSprings,2014-02-13,NNW,24.0,N,52.0,30.0,58.0,1007.8,5.0,29.3
AliceSprings,2014-02-14,NW,28.0,NW,52.0,35.0,59.0,1004.2,7.0,29.6
AliceSprings,2014-02-15,WSW,20.0,WSW,52.0,22.0,61.0,1003.5,7.0,26.9
AliceSprings,2014-02-16,S,19.0,SSE,37.0,9.0,50.0,1008.6,7.0,24.7
AliceSprings,2014-02-17,SE,28.0,SSE,41.0,19.0,33.0,1009.4,1.0,25.2
AliceSprings,2014-02-18,SE,15.0,S,65.5,24.0,20.0,1009.1,0.0,27.3
AliceSprings,2014-02-19,SE,26.0,S,44.0,19.0,26.0,1008.9,0.0,25.6
AliceSprings,2014-02-20,SE,30.0,ESE,54.0,28.0,36.0,1013.2,0.0,21.5
AliceSprings,2014-02-21,SE,30.0,SSE,46.0,28.0,27.0,1016.5,1.0,21.4
AliceSprings,2014-02-22,SE,30.0,ESE,50.0,28.0,25.0,1016.4,1.0,21.6
AliceSprings,2014-02-23,ESE,28.0,SE,48.0,28.0,22.0,1014.8,4.0,22.6
AliceSprings,2014-02-24,ESE,20.0,S,46.0,24.0,16.0,1013.6,7.0,25.4
AliceSprings,2014-02-25,SSW,11.0,SSW,37.0,13.0,42.0,1012.5,8.0,24.3
AliceSprings,2014-02-26,SE,13.0,E,37.0,19.0,95.0,1011.7,8.0,19.6
AliceSprings,2014-02-27,ESE,28.0,ESE,50.0,22.0,31.0,1012.9,2.0,24.8
AliceSprings,2014-02-28,SE,24.0,ESE,48.0,22.0,32.0,1013.6,1.0,25.3
AliceSprings,2014-03-01,ESE,22.0,ESE,46.0,24.0,48.0,1013.8,1.0,26.8
AliceSprings,2014-03-02,ESE,19.0,SE,52.0,28.0,20.0,1015.0,0.0,26.1
AliceSprings,2014-03-03,E,22.0,E,52.0,19.0,30.0,1015.1,1.0,27.2
AliceSprings,2014-03-04,E,11.0,ESE,43.0,20.0,42.0,1016.0,2.0,26.1
AliceSprings,2014-03-05,ESE,20.0,E,43.0,26.0,55.0,1015.1,4.0,27.1
AliceSprings,2014-03-06,ESE,0.0,SE,56.0,24.0,57.0,1013.5,7.0,26.2
AliceSprings,2014-03-07,SE,20.0,ENE,65.5,20.0,37.0,1014.7,2.0,29.3
AliceSprings,2014-03-08,WSW,15.0,N,28.0,7.0,54.0,1014.6,7.0,24.1
AliceSprings,2014-03-09,NE,15.0,SE,39.0,19.0,52.0,1012.8,1.0,25.8
AliceSprings,2014-03-10,ENE,11.0,E,41.0,22.0,37.0,1014.1,1.0,28.9
AliceSprings,2014-03-11,ENE,7.0,E,48.0,15.0,28.0,1015.3,1.0,28.8
AliceSprings,2014-03-12,E,17.0,ESE,63.0,26.0,25.0,1015.7,1.0,28.8
AliceSprings,2014-03-13,ESE,15.0,ESE,50.0,22.0,22.0,1015.1,0.0,28.5
AliceSprings,2014-03-14,N,9.0,E,33.0,15.0,23.0,1014.0,1.0,30.6
AliceSprings,2014-03-15,NNW,28.0,W,63.0,24.0,17.0,1010.3,0.0,33.0
AliceSprings,2014-03-16,ESE,19.0,E,52.0,17.0,36.0,1013.1,2.0,28.9
AliceSprings,2014-03-17,E,30.0,E,41.0,19.0,27.0,1016.5,0.0,26.4
AliceSprings,2014-03-18,ENE,28.0,ESE,41.0,17.0,22.0,1017.9,1.0,28.0
AliceSprings,2014-03-19,ESE,13.0,ESE,50.0,26.0,21.0,1019.2,1.0,27.4
AliceSprings,2014-03-20,ESE,19.0,E,37.0,17.0,23.0,1016.3,1.0,26.8
AliceSprings,2014-03-21,ESE,20.0,N,65.5,20.0,15.0,1014.1,2.0,29.3
AliceSprings,2014-03-22,SE,19.0,SSE,37.0,11.0,22.0,1014.8,1.0,27.6
AliceSprings,2014-03-23,E,20.0,ESE,61.0,22.0,21.0,1016.2,1.0,28.7
AliceSprings,2014-03-24,SE,24.0,SE,41.0,20.0,27.0,1018.5,2.0,21.6
AliceSprings,2014-03-25,ESE,26.0,SE,43.0,20.0,26.0,1017.4,0.0,19.9
AliceSprings,2014-03-26,ESE,0.0,SE,39.0,13.0,30.0,1016.4,0.0,19.3
AliceSprings,2014-03-27,NNW,4.0,SW,35.0,15.0,26.0,1015.2,1.0,22.5
AliceSprings,2014-03-28,ESE,11.0,SSW,30.0,19.0,16.0,1015.6,7.0,23.7
AliceSprings,2014-03-29,ENE,20.0,NE,35.0,9.0,15.0,1015.3,5.0,27.2
AliceSprings,2014-03-30,E,9.0,NNW,33.0,11.0,17.0,1015.9,7.0,26.7
AliceSprings,2014-03-31,NE,13.0,NE,33.0,9.0,17.0,1015.7,7.0,29.2
AliceSprings,2014-04-01,W,13.0,WSW,56.0,13.0,29.0,1014.2,3.0,28.8
AliceSprings,2014-04-02,NNW,11.0,S,44.0,13.0,15.0,1011.6,1.0,33.1
AliceSprings,2014-04-03,SSE,24.0,SE,52.0,20.0,52.0,1017.1,3.0,22.9
AliceSprings,2014-04-04,SE,20.0,SSE,48.0,17.0,71.0,1018.2,7.0,19.0
AliceSprings,2014-04-05,ESE,17.0,ESE,43.0,15.0,50.0,1017.5,7.0,22.3
AliceSprings,2014-04-06,E,19.0,NE,35.0,6.0,52.0,1016.1,7.0,24.0
AliceSprings,2014-04-07,NE,11.0,SW,48.0,11.0,93.0,1015.1,2.948453608247423,20.4
AliceSprings,2014-04-08,SW,20.0,SSW,33.0,9.0,94.0,1015.0,7.0,18.8
AliceSprings,2014-04-09,E,13.0,W,31.0,9.0,95.0,1013.2,8.0,20.5
AliceSprings,2014-04-10,W,9.0,S,30.0,22.0,83.0,1013.9,1.0,21.7
AliceSprings,2014-04-11,SE,17.0,SE,30.0,19.0,80.0,1015.5,7.0,19.2
AliceSprings,2014-04-12,SSE,22.0,SE,37.0,26.0,67.0,1015.6,7.0,19.3
AliceSprings,2014-04-13,ESE,15.0,S,41.0,24.0,63.0,1016.8,3.0,17.6
AliceSprings,2014-04-14,SE,20.0,SE,56.0,20.0,56.0,1017.2,2.0,18.2
AliceSprings,2014-04-15,SE,22.0,ESE,43.0,20.0,51.0,1019.1,0.0,18.5
AliceSprings,2014-04-16,ESE,13.0,ESE,33.0,15.0,56.0,1020.1,0.0,18.9
AliceSprings,2014-04-17,ESE,6.0,E,31.0,17.0,46.0,1020.7,0.0,19.0
AliceSprings,2014-04-18,ESE,0.0,SSE,35.0,20.0,44.0,1020.7,0.0,19.2
AliceSprings,2014-04-19,W,6.0,E,37.0,22.0,46.0,1019.9,0.0,18.4
AliceSprings,2014-04-20,ESE,7.0,E,35.0,11.0,49.0,1018.4,1.0,19.4
AliceSprings,2014-04-21,ESE,0.0,NE,26.0,11.0,40.0,1017.7,4.0,20.6
AliceSprings,2014-04-22,W,9.0,S,30.0,17.0,44.0,1016.9,5.0,21.2
AliceSprings,2014-04-23,SW,6.0,E,35.0,13.0,35.0,1016.6,0.0,20.5
AliceSprings,2014-04-24,ENE,11.0,ESE,33.0,13.0,32.0,1016.2,2.0,20.4
AliceSprings,2014-04-25,ESE,9.0,ENE,28.0,9.0,45.0,1016.5,1.0,19.4
AliceSprings,2014-04-26,ESE,0.0,ESE,37.0,22.0,40.0,1015.9,2.0,23.2
AliceSprings,2014-04-27,ENE,13.0,NE,44.0,19.0,35.0,1017.4,1.0,23.2
AliceSprings,2014-04-28,ENE,11.0,N,33.0,15.0,30.0,1016.5,3.0,26.2
AliceSprings,2014-04-29,NNW,22.0,SSW,50.0,33.0,31.0,1013.8,6.0,27.9
AliceSprings,2014-04-30,SE,17.0,SSE,33.0,17.0,72.0,1020.5,4.0,15.0
AliceSprings,2014-05-01,ESE,13.0,ESE,26.0,11.0,62.0,1020.0,6.0,14.3
AliceSprings,2014-05-02,WSW,9.0,S,37.0,24.0,72.0,1019.7,3.0,14.6
AliceSprings,2014-05-03,SSW,17.0,S,35.0,15.0,62.0,1019.9,1.0,13.0
AliceSprings,2014-05-04,NE,2.0,S,30.0,9.0,68.0,1020.2,1.0,15.2
AliceSprings,2014-05-05,ENE,9.0,E,31.0,6.0,61.0,1021.9,2.0,17.0
AliceSprings,2014-05-06,ENE,7.0,E,26.0,15.0,55.0,1022.4,6.0,17.3
AliceSprings,2014-05-07,ESE,11.0,ESE,33.0,19.0,52.0,1022.0,1.0,15.7
AliceSprings,2014-05-08,ESE,9.0,ENE,30.0,11.0,48.0,1019.9,5.0,15.3
AliceSprings,2014-05-09,NNW,22.0,N,31.0,9.0,25.0,1016.8,3.0,21.1
AliceSprings,2014-05-10,SW,6.0,SSE,24.0,9.0,57.0,1018.4,7.0,18.6
AliceSprings,2014-05-11,SE,15.0,ESE,30.0,17.0,58.0,1021.5,3.0,16.3
AliceSprings,2014-05-12,SSW,17.0,WSW,31.0,7.0,53.0,1024.1,7.0,18.3
AliceSprings,2014-05-13,ESE,0.0,E,31.0,19.0,70.0,1022.5,1.0,17.8
AliceSprings,2014-05-14,ESE,0.0,E,33.0,17.0,43.0,1021.2,1.0,18.7
AliceSprings,2014-05-15,ESE,0.0,ESE,37.0,13.0,38.0,1021.6,1.0,18.0
AliceSprings,2014-05-16,ESE,0.0,ENE,31.0,17.0,45.0,1021.6,7.0,16.8
AliceSprings,2014-05-17,ESE,6.0,ENE,33.0,17.0,43.0,1020.9,7.0,18.2
AliceSprings,2014-05-18,ESE,7.0,E,24.0,11.0,48.0,1020.6,7.0,19.4
AliceSprings,2014-05-19,ESE,0.0,ESE,17.0,11.0,62.0,1020.8,8.0,16.8
AliceSprings,2014-05-20,E,2.0,ENE,26.0,17.0,59.0,1020.9,1.0,17.9
AliceSprings,2014-05-21,ENE,9.0,ENE,33.0,7.0,49.0,1019.6,1.0,20.1
AliceSprings,2014-05-22,ESE,9.0,SW,37.0,13.0,97.0,1019.3,7.0,15.9
AliceSprings,2014-05-23,NW,9.0,SW,22.0,9.0,85.0,1019.1,1.0,17.6
AliceSprings,2014-05-24,ESE,0.0,W,35.0,19.0,70.0,1019.6,1.0,17.4
AliceSprings,2014-05-25,ESE,0.0,WNW,24.0,11.0,67.0,1020.2,0.0,18.2
AliceSprings,2014-05-26,N,20.0,W,41.0,19.0,38.0,1016.2,7.0,21.4
AliceSprings,2014-05-27,W,11.0,SW,22.0,9.0,65.0,1019.2,1.0,17.7
AliceSprings,2014-05-28,SE,6.0,E,31.0,15.0,54.0,1020.4,5.0,16.7
AliceSprings,2014-05-29,ENE,9.0,SE,26.0,11.0,52.0,1020.2,7.0,16.6
AliceSprings,2014-05-30,N,9.0,WNW,35.0,17.0,52.0,1017.3,6.0,17.3
AliceSprings,2014-05-31,SSW,15.0,SSE,28.0,11.0,48.0,1021.2,7.0,14.6
AliceSprings,2014-06-01,ESE,0.0,ESE,28.0,11.0,59.0,1021.7,1.0,12.8
AliceSprings,2014-06-02,ESE,7.0,SSE,28.0,15.0,60.0,1022.0,3.0,12.1
